Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57355.raw
A2RRP1	NBAS_HUMAN	NBAS	Neuroblastoma-amplified sequence	13	13	1.26868e+06
A2RU67	F234B_HUMAN	FAM234B	Protein FAM234B	1	1	106371
A3KMH1	VWA8_HUMAN	VWA8	von Willebrand factor A domain-containing protein 8	26	26	9.1856e+06
A3KN83	SBNO1_HUMAN	SBNO1	Protein strawberry notch homolog 1	7	5	164828
A4D1E9	GTPBA_HUMAN	GTPBP10	GTP-binding protein 10	7	7	856597
A4D1P6	WDR91_HUMAN	WDR91	WD repeat-containing protein 91	3	3	284238
A5A6H5;P25705;Q5R546	ATPA_HUMAN;ATPA_PANTR;ATPA_PONAB	ATP5F1A	ATP synthase subunit alpha, mitochondrial	17	2	9.39949e+07
A5D8V6	VP37C_HUMAN	VPS37C	Vacuolar protein sorting-associated protein 37C	2	2	95831.8
A5PLL7	TM189_HUMAN	TMEM189	Plasmanylethanolamine desaturase	1	1	102775
A5PLN9	TPC13_HUMAN	TRAPPC13	Trafficking protein particle complex subunit 13	3	3	3.13248e+06
A5YKK6	CNOT1_HUMAN	CNOT1	CCR4-NOT transcription complex subunit 1	43	43	5.58766e+06
A5YM69	ARG35_HUMAN	ARHGEF35	Rho guanine nucleotide exchange factor 35	1	1	1661.64
A5Z2X5	YP010_YEAST	YPR010C-A	UPF0495 protein YPR010C-A	1	1	154272
A6NCE7;Q9GZQ8	MLP3B_HUMAN;MP3B2_HUMAN	MAP1LC3B;MAP1LC3B2	Microtubule-associated proteins 1A/1B light chain 3 beta 2	1	0	1.74748e+06
A6NDG6	PGP_HUMAN	PGP	Glycerol-3-phosphate phosphatase	8	8	1.14043e+06
A6NDU8	CE051_HUMAN	C5orf51	UPF0600 protein C5orf51	5	5	496028
A6NED2	RCCD1_HUMAN	RCCD1	RCC1 domain-containing protein 1	1	1	2900.52
A6NER3	GG12J_HUMAN	GAGE12J	G antigen 12J	1	1	20794.1
A6NFI3	ZN316_HUMAN	ZNF316	Zinc finger protein 316	1	1	100675
A6NHL2	TBAL3_HUMAN	TUBAL3	Tubulin alpha chain-like 3	1	1	3.52788e+06
A6NHR9	SMHD1_HUMAN	SMCHD1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	37	37	1.38694e+07
A6NIH7	U119B_HUMAN	UNC119B	Protein unc-119 homolog B	3	2	513195
A6NJ78	MET15_HUMAN	METTL15	12S rRNA N4-methylcytidine (m4C) methyltransferase	1	1	11705.1
A6NKF1	SAC31_HUMAN	SAC3D1	SAC3 domain-containing protein 1	4	4	474821
A6NNY8	UBP27_HUMAN	USP27X	Ubiquitin carboxyl-terminal hydrolase 27	1	0	11028.7
A7E2V4	ZSWM8_HUMAN	ZSWIM8	Zinc finger SWIM domain-containing protein 8	1	1	4247.21
A7ZN00;B1XHE2;B6I1F2;B7M2G5;C4ZQF8;P67825;P67826;Q0T3Q3;Q3Z2Q2	CUTC_ECO24;CUTC_ECO8A;CUTC_ECOBW;CUTC_ECODH;CUTC_ECOLI;CUTC_ECOSE;CUTC_SHIF8;CUTC_SHIFL;CUTC_SHISS	cutC	PF03932 family protein CutC	1	1	1672.24
A7ZPS4;A8A2X1;B1IWI1;B1LNC8;B2TXQ4;B5Z015;B6I548;B7LCL6;B7M7I1;B7MYB7;B7NQL6;P0A6L2;P0A6L3;P63943;P63944;Q0T239;Q31Y13;Q32D87;Q3YZ74	DAPA_ECO24;DAPA_ECO55;DAPA_ECO57;DAPA_ECO5E;DAPA_ECO7I;DAPA_ECO81;DAPA_ECO8A;DAPA_ECOHS;DAPA_ECOL6;DAPA_ECOLC;DAPA_ECOLI;DAPA_ECOSE;DAPA_ECOSM;DAPA_SHIB3;DAPA_SHIBS;DAPA_SHIDS;DAPA_SHIF8;DAPA_SHIFL;DAPA_SHISS	dapA	4-hydroxy-tetrahydrodipicolinate synthase	6	6	710296
A8CG34	P121C_HUMAN	POM121C	Nuclear envelope pore membrane protein POM 121C	12	1	958858
A8GMB6;Q4UKE7	DAPB_RICAH;DAPB_RICFE	dapB	4-hydroxy-tetrahydrodipicolinate reductase	1	1	58303.3
A8MPP1	D11L8_HUMAN	DDX11L8	Putative ATP-dependent RNA helicase DDX11-like protein 8	2	0	409903
A8MQ03	CRTP1_HUMAN	CYSRT1	Cysteine-rich tail protein 1	1	1	155017
A8MWD9;P62308	RUXGL_HUMAN;RUXG_HUMAN	SNRPG;SNRPGP15	Putative small nuclear ribonucleoprotein G-like protein 15	1	0	4.24734e+06
A8MXV4	NUD19_HUMAN	NUDT19	Nucleoside diphosphate-linked moiety X motif 19	4	4	404781
A9UHW6	MI4GD_HUMAN	MIF4GD	MIF4G domain-containing protein	2	2	1.08992e+06
B0I1T2	MYO1G_HUMAN	MYO1G	Unconventional myosin-Ig	29	27	3.83035e+06
B7UI76	DAPB_ECO27	dapB	4-hydroxy-tetrahydrodipicolinate reductase	4	4	356497
B7ZAQ6;P0CG08	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A	4	0	1.8615e+06
B7ZW38;O60812;P0DMR1	HNRC1_HUMAN;HNRC3_HUMAN;HNRC4_HUMAN	HNRNPCL1;HNRNPCL3;HNRNPCL4	Heterogeneous nuclear ribonucleoprotein C-like 3	1	0	3.9927e+06
C4AMC7;Q6VEQ5	WASH2_HUMAN;WASH3_HUMAN	WASH2P;WASH3P	Putative WAS protein family homolog 3	4	0	3.40806e+06
C6DFE1	CUTC_PECCP	cutC	PF03932 family protein CutC	1	1	3.25987e+06
C9J7I0	UMAD1_HUMAN	UMAD1	UBAP1-MVB12-associated (UMA)-domain containing protein 1	1	1	989.768
C9JRZ8	AK1BF_HUMAN	AKR1B15	Aldo-keto reductase family 1 member B15	1	0	128886
E9PAV3;Q13765	NACAM_HUMAN;NACA_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	4	3	1.02502e+07
E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	3	3	3.46599e+06
G2XKQ0	SUMO5_HUMAN	SUMO1P1	Small ubiquitin-related modifier 5	2	0	3.21804e+06
G4V4F9	SIBD1_CUPSA		Single insulin-like growth factor-binding domain protein-1	1	1	2473.52
J8H9C1	GAJA_BACC6	gajA	Endonuclease GajA	1	1	242578
L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	4	4	826860
L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein	4	4	8.07142e+06
L0R8F8	MIDUO_HUMAN	MIEF1	MIEF1 upstream open reading frame protein	2	2	401923
O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	4	4	1.04925e+06
O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	15	15	1.18104e+06
O00124	UBXN8_HUMAN	UBXN8	UBX domain-containing protein 8	2	2	3557.2
O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	14	13	819346
O00141	SGK1_HUMAN	SGK1	Serine/threonine-protein kinase Sgk1	3	3	148316
O00142	KITM_HUMAN	TK2	Thymidine kinase 2, mitochondrial	2	2	1.44705e+06
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	6	6	9.06736e+06
O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	10	10	1.13966e+06
O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	10	10	2.41561e+06
O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	25	25	5.44464e+06
O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	7	7	1.98944e+06
O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	6	6	437638
O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	11	11	1.71894e+06
O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	12	12	1.72861e+06
O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	12	12	8.13149e+06
O00189	AP4M1_HUMAN	AP4M1	AP-4 complex subunit mu-1	4	4	11582.4
O00193	SMAP_HUMAN	SMAP	Small acidic protein	5	5	1.18759e+06
O00194	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B	2	2	50157.9
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	18	15	1.53957e+06
O00212	RHOD_HUMAN	RHOD	Rho-related GTP-binding protein RhoD	2	2	193658
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	4	4	1.29298e+06
O00220	TR10A_HUMAN	TNFRSF10A	Tumor necrosis factor receptor superfamily member 10A	2	2	175510
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	20	19	4.62023e+06
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	14	14	4.72796e+06
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	9	9	3.9158e+06
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	5	5	2.03178e+06
O00255	MEN1_HUMAN	MEN1	Menin	5	5	199138
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	4	4	269067
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	5	5	8.4876e+06
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	25	25	1.78944e+06
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	6	5	192779
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	11	11	3.10955e+06
O00287	RFXAP_HUMAN	RFXAP	Regulatory factor X-associated protein	5	5	2954.74
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	6	6	333604
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	11	11	1.47904e+07
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	11	11	6.78099e+06
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	11	11	731687
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	5	5	873281
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	2	2	403964
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	5	5	262804
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	6	6	1.14291e+06
O00410	IPO5_HUMAN	IPO5	Importin-5	30	29	3.80292e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	8	8	542087
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	7	7	436681
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	3	3	1.9162e+06
O00423	EMAL1_HUMAN	EML1	Echinoderm microtubule-associated protein-like 1	3	3	230097
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	16	14	1.66529e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	25	25	1.41632e+06
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	5	5	1.83956e+06
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	14	14	160900
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	6	6	3.34861e+06
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	3	2	1.07317e+07
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	12	12	858895
O00462	MANBA_HUMAN	MANBA	Beta-mannosidase	3	3	346151
O00468	AGRIN_HUMAN	AGRN	Agrin	22	22	5.79494e+06
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	9	9	447877
O00470	MEIS1_HUMAN	MEIS1	Homeobox protein Meis1	1	1	3524.2
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	13	13	8.22607e+06
O00472	ELL2_HUMAN	ELL2	RNA polymerase II elongation factor ELL2	3	3	66973.8
O00479	HMGN4_HUMAN	HMGN4	High mobility group nucleosome-binding domain-containing protein 4	1	1	155481
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	3	3	6.70222e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	5	5	1.10821e+07
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	3	3	276604
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	8	7	3.32783e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	3	3	587226
O00512	BCL9_HUMAN	BCL9	B-cell CLL/lymphoma 9 protein	3	3	1.12005e+06
O00522	KRIT1_HUMAN	KRIT1	Krev interaction trapped protein 1	2	2	927317
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	17	17	8.83325e+06
O00541	PESC_HUMAN	PES1	Pescadillo homolog	18	18	1.92176e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	3	3	147057
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	9	9	374387
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	6	6	327355
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	20	20	2.02935e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	23	8	8.74503e+06
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	5	5	1.20086e+06
O00592	PODXL_HUMAN	PODXL	Podocalyxin	7	7	7.25618e+06
O00622	CCN1_HUMAN	CCN1	CCN family member 1	1	1	4597.48
O00623	PEX12_HUMAN	PEX12	Peroxisome assembly protein 12	1	1	74670
O00625	PIR_HUMAN	PIR	Pirin	5	5	2.02131e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	7	3	2.88007e+06
O00635	TRI38_HUMAN	TRIM38	E3 ubiquitin-protein ligase TRIM38	1	1	83994.1
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	1	1	3053
O00716;Q14209	E2F2_HUMAN;E2F3_HUMAN	E2F2;E2F3	Transcription factor E2F3	1	0	91977.7
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	5	5	1.41889e+06
O00750	P3C2B_HUMAN	PIK3C2B	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	4	4	524046
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	4	4	1.29469e+06
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	6	6	1.24916e+06
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	8	8	2.52173e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	3.84202e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	13	13	1.69562e+07
O13329	FOB1_YEAST	FOB1	DNA replication fork-blocking protein FOB1	1	1	81118.3
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	10	1	4.79951e+07
O13525	COQ4_YEAST	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial	1	1	1403.49
O13539	THP2_YEAST	THP2	THO complex subunit THP2	4	4	7.16963e+06
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	2	2	1.04002e+06
O13559;P0CX20;P0CX21;P0CX22;P38900;Q03099;Q99208	YH19_YEAST;YL066_YEAST;YMN3_YEAST;YRF11_YEAST;YRF14_YEAST;YRF15_YEAST;YRF18_YEAST	YHR219W;YLL066C;YML133C;YRF1-1;YRF1-4;YRF1-5;YRF1-8	Y' element ATP-dependent helicase protein 1 copy 4	1	0	2784.79
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	5	5	4.33662e+06
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	8	8	1.1311e+06
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	5.50899e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	7	7	1.21364e+07
O14493;O15551;O95484;P56747	CLD3_HUMAN;CLD4_HUMAN;CLD6_HUMAN;CLD9_HUMAN	CLDN3;CLDN4;CLDN6;CLDN9	Claudin-4	1	0	207785
O14494	PLPP1_HUMAN	PLPP1	Phospholipid phosphatase 1	1	1	1.14457e+06
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	15	14	2.78206e+06
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	3	3	240697
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	5	5	617442
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	6	6	67284.6
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	5	5	3.56735e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	2	2	1.86937e+06
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	6	6	2.566e+06
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	8	8	648265
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	9	9	1.78129e+06
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	18	18	2.62354e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	4	4	528502
O14628	ZN195_HUMAN	ZNF195	Zinc finger protein 195	1	1	148920
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	10	10	1.2478e+06
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	5	3	566922
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	13	11	1.85567e+06
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	7	7	1.80568e+06
O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	2	2	379949
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	8	8	4.67022e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	6	6	657218
O14662	STX16_HUMAN	STX16	Syntaxin-16	4	4	1.72461e+06
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	15	15	900389
O14678	ABCD4_HUMAN	ABCD4	Lysosomal cobalamin transporter ABCD4	2	2	267951
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	4	4	2.0722e+06
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	3	3	3.45809e+06
O14686	KMT2D_HUMAN	KMT2D	Histone-lysine N-methyltransferase 2D	6	6	93287.8
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	3	3	368652
O14730	RIOK3_HUMAN	RIOK3	Serine/threonine-protein kinase RIO3	2	2	28295.1
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	4	4	1.03218e+06
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	5	5	1.4276e+06
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	5	5	1.26574e+06
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	1.51641e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	5	5	3.79349e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	13	13	3.07522e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	12	12	5.42134e+06
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	2	2	61200.2
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	7	7	951789
O14772	FPGT_HUMAN	FPGT	Fucose-1-phosphate guanylyltransferase	3	3	414237
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	7	7	2.92171e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	25	24	2.90338e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	9	9	412793
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	7	7	2.56846e+06
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	17	17	1.54543e+07
O14817	TSN4_HUMAN	TSPAN4	Tetraspanin-4	1	1	962111
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	10	6	1.19648e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	7	7	2.1557e+06
O14832	PAHX_HUMAN	PHYH	Phytanoyl-CoA dioxygenase, peroxisomal	4	4	346919
O14867	BACH1_HUMAN	BACH1	Transcription regulator protein BACH1	1	1	910.905
O14874	BCKD_HUMAN	BCKDK	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	3	3	1.02766e+06
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	4	4	215147
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	3	3	848197
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	3	3	441838
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	2	2	647499
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	10	9	925454
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	11	11	3.95124e+06
O14925;Q5SRD1	TI23B_HUMAN;TIM23_HUMAN	TIMM23;TIMM23B	Mitochondrial import inner membrane translocase subunit Tim23	3	0	418368
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	6	6	1.26881e+06
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	11	11	756753
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	3	3	2.18878e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	7	0	4.94337e+06
O14957	QCR10_HUMAN	UQCR11	Cytochrome b-c1 complex subunit 10	1	1	20539.6
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	12	12	3.00768e+06
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	8	7	186078
O14966	RAB7L_HUMAN	RAB29	Ras-related protein Rab-7L1	1	1	1.21257e+06
O14967	CLGN_HUMAN	CLGN	Calmegin	1	1	125615
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	3	3	232915
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	22	21	1.87666e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	22	22	3.83098e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	14	14	2.08098e+06
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	8	7	9.70109e+06
O14980	XPO1_HUMAN	XPO1	Exportin-1	30	30	9.9623e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	17	17	3.77857e+06
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	6	5	409273
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	5	5	84604.2
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	33	33	2.53911e+07
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	39	39	1.27134e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	21	20	1.35539e+06
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	19	19	1.34214e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	9	9	437901
O15056	SYNJ2_HUMAN	SYNJ2	Synaptojanin-2	2	2	173395
O15061	SYNEM_HUMAN	SYNM	Synemin	3	3	1.58348e+06
O15062	ZBTB5_HUMAN	ZBTB5	Zinc finger and BTB domain-containing protein 5	1	1	2215.45
O15066	KIF3B_HUMAN	KIF3B	Kinesin-like protein KIF3B	1	1	3939.89
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	25	25	2.41824e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	9	9	2.25731e+06
O15085	ARHGB_HUMAN	ARHGEF11	Rho guanine nucleotide exchange factor 11	3	3	183125
