Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57363.raw
A8MPP1	D11L8_HUMAN	DDX11L8	Putative ATP-dependent RNA helicase DDX11-like protein 8	3	0	501467
A8MQ03	CRTP1_HUMAN	CYSRT1	Cysteine-rich tail protein 1	1	1	71286.9
A8MWD9;P62308	RUXGL_HUMAN;RUXG_HUMAN	SNRPG;SNRPGP15	Putative small nuclear ribonucleoprotein G-like protein 15	1	0	5.18313e+06
A8MXV4	NUD19_HUMAN	NUDT19	Nucleoside diphosphate-linked moiety X motif 19	4	4	1.25949e+06
A9UHW6	MI4GD_HUMAN	MIF4GD	MIF4G domain-containing protein	2	2	1.08024e+06
B0I1T2	MYO1G_HUMAN	MYO1G	Unconventional myosin-Ig	28	26	5.57153e+06
B7VJ13	DAPB_VIBA3	dapB	4-hydroxy-tetrahydrodipicolinate reductase	1	1	16211.6
B7ZAQ6;P0CG08	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A	2	0	112357
C9J7I0	UMAD1_HUMAN	UMAD1	UBAP1-MVB12-associated (UMA)-domain containing protein 1	1	1	5865.13
C9JLW8	MCRI1_HUMAN	MCRIP1	Mapk-regulated corepressor-interacting protein 1	1	1	4328.03
D6VTK4	STE2_YEAST	STE2	Pheromone alpha factor receptor	1	1	669.214
E9PAV3	NACAM_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	4	3	1.31133e+07
E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	3	3	6.20693e+06
L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	4	4	1.16587e+06
L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein	1	1	14483.1
O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	4	4	1.46935e+06
O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	14	14	1.40623e+06
O00124	UBXN8_HUMAN	UBXN8	UBX domain-containing protein 8	1	1	202555
O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	12	11	1.40332e+06
O00141	SGK1_HUMAN	SGK1	Serine/threonine-protein kinase Sgk1	5	5	106925
O00142	KITM_HUMAN	TK2	Thymidine kinase 2, mitochondrial	1	1	1.37444e+06
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	5	5	2.22689e+06
O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	11	11	1.59384e+06
O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	8	8	1.67851e+06
O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	22	22	4.44164e+06
O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	5	5	7.49942e+06
O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	6	6	515855
O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	12	12	1.77389e+06
O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	10	10	519086
O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	12	12	7.18927e+06
O00189	AP4M1_HUMAN	AP4M1	AP-4 complex subunit mu-1	4	4	188669
O00193	SMAP_HUMAN	SMAP	Small acidic protein	4	4	725614
O00194	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B	2	2	3.13877e+06
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	16	14	1.85796e+06
O00212	RHOD_HUMAN	RHOD	Rho-related GTP-binding protein RhoD	1	1	1.62265e+06
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	5	5	1.26944e+06
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	20	19	1.36137e+07
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	13	13	3.17074e+06
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	8	8	5.10682e+06
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	5	5	2.31771e+06
O00255	MEN1_HUMAN	MEN1	Menin	4	4	120384
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	3	3	99926.6
O00258	GET1_HUMAN	GET1	Guided entry of tail-anchored proteins factor 1	1	1	1.33328e+06
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	6	6	6.54778e+06
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	29	29	1.74348e+06
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	6	5	82230.7
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	10	10	916810
O00287	RFXAP_HUMAN	RFXAP	Regulatory factor X-associated protein	2	2	64441.1
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	6	6	2.04808e+06
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	11	11	1.94836e+07
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	11	11	9.34885e+06
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	11	11	2.50883e+06
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	3	3	263547
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	2	2	63910.2
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	6	6	516105
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	6	6	1.20959e+06
O00410	IPO5_HUMAN	IPO5	Importin-5	30	29	5.19618e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	5	5	213677
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	4	4	1.82051e+06
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	3	3	2.28268e+06
O00423	EMAL1_HUMAN	EML1	Echinoderm microtubule-associated protein-like 1	3	3	845264
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	17	15	2.43725e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	23	23	2.36651e+06
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	6	6	6.08876e+06
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	11	11	2.33193e+06
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	5	5	4.63891e+06
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	2	2	148956
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	15	15	382342
O00462	MANBA_HUMAN	MANBA	Beta-mannosidase	2	2	1992.92
O00468	AGRIN_HUMAN	AGRN	Agrin	22	22	5.83607e+06
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	8	8	239804
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	12	12	2.54833e+06
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	4	4	5.93286e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	4	4	847690
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	3	3	1.85489e+06
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	11	10	4.96197e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	3	3	643476
O00512	BCL9_HUMAN	BCL9	B-cell CLL/lymphoma 9 protein	2	2	3026.34
O00522	KRIT1_HUMAN	KRIT1	Krev interaction trapped protein 1	2	2	3.09565e+06
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	18	18	1.09719e+07
O00541	PESC_HUMAN	PES1	Pescadillo homolog	16	16	2.73162e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	4	4	972341
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	7	7	3.6917e+06
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	5	5	685122
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	19	19	1.35464e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	22	8	1.06744e+07
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	2	2	168722
O00592	PODXL_HUMAN	PODXL	Podocalyxin	6	6	7.51935e+06
O00622	CCN1_HUMAN	CCN1	CCN family member 1	4	4	74282.3
O00625	PIR_HUMAN	PIR	Pirin	5	5	2.46499e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	7	3	2.5589e+06
O00635	TRI38_HUMAN	TRIM38	E3 ubiquitin-protein ligase TRIM38	1	1	3039.32
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	3	2	1.10568e+06
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	5	5	1.9706e+06
O00750	P3C2B_HUMAN	PIK3C2B	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	4	4	2.89619e+06
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	4	4	1.94296e+06
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	4	4	1.87506e+06
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	8	8	2.56051e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	6.27017e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	11	11	1.67022e+07
O13329	FOB1_YEAST	FOB1	DNA replication fork-blocking protein FOB1	2	2	6276.61
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	10	1	6.9501e+07
O13525	COQ4_YEAST	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial	1	1	51341.1
O13539	THP2_YEAST	THP2	THO complex subunit THP2	4	4	1.48129e+07
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	2	2	960147
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	4	4	5.14554e+06
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	9	9	938776
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	7.29971e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	7	7	1.65246e+07
O14493;O15551;O95484;P56747	CLD3_HUMAN;CLD4_HUMAN;CLD6_HUMAN;CLD9_HUMAN	CLDN3;CLDN4;CLDN6;CLDN9	Claudin-4	1	0	428826
O14494	PLPP1_HUMAN	PLPP1	Phospholipid phosphatase 1	1	1	396992
O14495	PLPP3_HUMAN	PLPP3	Phospholipid phosphatase 3	2	2	35547.1
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	12	11	246227
O14519	CDKA1_HUMAN	CDK2AP1	Cyclin-dependent kinase 2-associated protein 1	2	1	39124.7
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	3	3	253224
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	5	5	999129
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	7	7	586632
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	5	5	3.0697e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	2	2	2.03894e+06
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	5	5	2.9407e+06
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	7	7	1.29635e+06
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	10	10	7.65099e+07
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	16	16	4.81022e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	2	2	126713
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	9	9	598297
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	6	4	1.08445e+06
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	9	7	459300
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	8	8	1.58042e+07
O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	1	1	1.23838e+06
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	9	9	2.06739e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	4	4	1.01288e+06
O14662	STX16_HUMAN	STX16	Syntaxin-16	3	3	1.02661e+06
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	10	10	518155
O14678	ABCD4_HUMAN	ABCD4	Lysosomal cobalamin transporter ABCD4	1	1	1571.3
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	2	2	2.0987e+06
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	3	3	6.59105e+06
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	2	2	329646
O14730	RIOK3_HUMAN	RIOK3	Serine/threonine-protein kinase RIO3	1	1	65791.4
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	4	4	2.69016e+06
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	3	3	684268
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	7	7	3.65684e+06
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	4.34755e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	5	5	4.36377e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	12	12	4.57624e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	11	11	6.69916e+06
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	4	4	177797
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	6	6	1.39399e+06
O14772	FPGT_HUMAN	FPGT	Fucose-1-phosphate guanylyltransferase	1	1	270050
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	6	6	4.56125e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	23	22	4.23612e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	6	6	436197
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	6	6	2.70391e+06
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	9	9	6.5291e+06
O14817	TSN4_HUMAN	TSPAN4	Tetraspanin-4	1	1	1.52188e+06
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	10	6	1.7785e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	6	6	2.2891e+06
O14832	PAHX_HUMAN	PHYH	Phytanoyl-CoA dioxygenase, peroxisomal	2	2	166576
O14867	BACH1_HUMAN	BACH1	Transcription regulator protein BACH1	2	2	3584.31
O14874	BCKD_HUMAN	BCKDK	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	2	2	2.62241e+06
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	5	5	997862
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	3	3	937161
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	2	2	246986
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	2	2	514784
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	10	9	1.00341e+06
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	13	13	3.52564e+06
O14925	TIM23_HUMAN	TIMM23	Mitochondrial import inner membrane translocase subunit Tim23	3	1	663077
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	7	7	1.18376e+06
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	13	13	877081
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	3	3	2.54218e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	2	0	5.95116e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	8	8	462892
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	5	5	200674
O14967	CLGN_HUMAN	CLGN	Calmegin	2	2	19597.6
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	3	3	34175.9
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	20	20	2.2102e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	21	21	5.43393e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	10	10	187939
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	5	5	1.28248e+07
O14980	XPO1_HUMAN	XPO1	Exportin-1	31	30	6.50066e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	18	17	2.37415e+06
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	4	4	8666.27
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	5	5	50799.9
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	28	28	4.39057e+07
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	38	38	3.37394e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	20	19	2.37789e+06
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	16	16	4.24759e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	7	7	326366
O15061	SYNEM_HUMAN	SYNM	Synemin	4	4	1.86074e+06
O15062	ZBTB5_HUMAN	ZBTB5	Zinc finger and BTB domain-containing protein 5	2	2	103626
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	24	24	2.78046e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	7	7	4.44753e+06
O15085	ARHGB_HUMAN	ARHGEF11	Rho guanine nucleotide exchange factor 11	2	2	6818.98
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	5	5	1.24696e+06
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	4	4	295034
O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	1	1	43928
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	9	9	3.70179e+06
O15119	TBX3_HUMAN	TBX3	T-box transcription factor TBX3	2	2	1692.64
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	4	4	439699
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	2	2	5915.94
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	7	7	1.08671e+06
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	2	2	2.68692e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	6	6	2.45725e+06
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	9	9	8.04262e+06
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	6	6	3.57551e+06
O15155	BET1_HUMAN	BET1	BET1 homolog	1	1	186401
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	7	7	2.67907e+06
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	4	4	1.16831e+06
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	9	9	330973
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	7	6	5.51582e+06
O15211	RGL2_HUMAN	RGL2	Ral guanine nucleotide dissociation stimulator-like 2	2	2	14897.1
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	5	5	6.44315e+06
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	10	10	1.60663e+06
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	18	18	2.56143e+06
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	7	7	2.34863e+06
