Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57392.raw
O00255	MEN1_HUMAN	MEN1	Menin	2	2	92819.6
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	3	3	36705.1
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	8	7	8.27999e+06
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	22	22	1.28108e+06
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	3	2	10429.4
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	10	10	2.36329e+06
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	5	5	89137.3
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	9	9	2.19562e+07
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	10	10	9.22648e+06
O00327	BMAL1_HUMAN	ARNTL	Aryl hydrocarbon receptor nuclear translocator-like protein 1	1	1	5307.58
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	9	9	1.04158e+06
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	1	1	98897.3
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	2	2	408175
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	3	3	66626
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	5	5	903992
O00410	IPO5_HUMAN	IPO5	Importin-5	24	23	6.78632e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	7	7	3.901e+06
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	2	2	114634
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	3	3	2.31009e+06
O00423	EMAL1_HUMAN	EML1	Echinoderm microtubule-associated protein-like 1	2	2	2.846e+06
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	15	13	2.78452e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	22	22	1.88807e+06
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	4	4	671388
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	7	7	103762
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	5	5	3.90694e+06
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	2	2	11762.2
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	14	14	510314
O00468	AGRIN_HUMAN	AGRN	Agrin	14	14	653901
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	5	5	264581
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	9	9	2.24699e+06
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	4	4	7.2682e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	2	2	699793
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	3	3	464819
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	8	8	1.52082e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	2	2	640083
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	13	13	1.02385e+07
O00541	PESC_HUMAN	PES1	Pescadillo homolog	15	15	3.33982e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	3	3	484614
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	5	5	111830
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	5	5	470747
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	14	14	1.33854e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	19	6	1.27014e+07
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	2	2	279345
O00592	PODXL_HUMAN	PODXL	Podocalyxin	5	5	9.14487e+06
O00623	PEX12_HUMAN	PEX12	Peroxisome assembly protein 12	1	1	40741.1
O00625	PIR_HUMAN	PIR	Pirin	5	5	2.57827e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	7	3	6.51726e+06
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	3	2	644718
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	4	4	2.69791e+06
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	2	2	2.24913e+06
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	4	4	1.29088e+06
O00763	ACACB_HUMAN	ACACB	Acetyl-CoA carboxylase 2	2	2	463463
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	6	6	2.59493e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	5.62451e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	9	9	256259
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	9	1	8.14748e+07
O13539	THP2_YEAST	THP2	THO complex subunit THP2	3	3	3.48785e+07
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	1	1	587072
O13559;P0CX20;P0CX21;P0CX22;Q03099;Q3E7X8;Q99208	YE077_YEAST;YL066_YEAST;YMN3_YEAST;YRF11_YEAST;YRF14_YEAST;YRF15_YEAST;YRF18_YEAST	YEL077C;YLL066C;YML133C;YRF1-1;YRF1-4;YRF1-5;YRF1-8	Y' element ATP-dependent helicase protein 1 copy 4	2	0	205048
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	5	5	1.81528e+06
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	5	5	750136
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	9.00867e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	7	7	1.77139e+07
O14493;O15551;O95484;P56747	CLD3_HUMAN;CLD4_HUMAN;CLD6_HUMAN;CLD9_HUMAN	CLDN3;CLDN4;CLDN6;CLDN9	Claudin-4	1	0	206153
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	7	6	299248
O14519;O75956	CDKA1_HUMAN;CDKA2_HUMAN	CDK2AP1;CDK2AP2	Cyclin-dependent kinase 2-associated protein 1	1	0	96129.4
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	3	3	205338
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	4	4	577294
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	2	2	292269
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	5	5	5.35559e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	1	1	952991
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	6	6	3.3989e+06
O14569	C56D2_HUMAN	CYB561D2	Cytochrome b561 domain-containing protein 2	1	1	354973
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	4	4	2.30437e+06
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	10	10	8.07619e+07
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	15	15	3.44522e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	4	4	923911
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	6	6	428789
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	2	1	46133.1
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	3	3	2.16061e+06
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	6	4	1.19648e+07
O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	1	1	129782
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	5	5	1.05834e+07
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	5	5	1.37118e+06
O14662	STX16_HUMAN	STX16	Syntaxin-16	3	3	133878
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	6	6	726412
O14678	ABCD4_HUMAN	ABCD4	Lysosomal cobalamin transporter ABCD4	1	1	293648
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	2	2	2.95774e+06
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	3	3	6.37904e+06
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	2	2	10378.2
O14730	RIOK3_HUMAN	RIOK3	Serine/threonine-protein kinase RIO3	2	2	204463
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	3	3	1.22862e+06
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	5	5	880913
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	2.20974e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	5	5	4.253e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	8	8	4.79708e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	11	11	1.56391e+06
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	4	4	102697
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	5	5	5.46383e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	19	18	4.43929e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	4	4	229202
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	5	5	3.19357e+06
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	6	6	304227
O14817	TSN4_HUMAN	TSPAN4	Tetraspanin-4	1	1	1.14194e+06
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	7	3	1.84074e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	6	6	2.07134e+06
O14832	PAHX_HUMAN	PHYH	Phytanoyl-CoA dioxygenase, peroxisomal	1	1	70253.2
O14867	BACH1_HUMAN	BACH1	Transcription regulator protein BACH1	1	1	665.932
O14874	BCKD_HUMAN	BCKDK	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	1	1	6241.97
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	3	3	140573
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	2	2	783611
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	1	1	28536.1
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	1	1	161868
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	11	10	1.10994e+06
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	4	4	593797
O14925	TIM23_HUMAN	TIMM23	Mitochondrial import inner membrane translocase subunit Tim23	4	1	958365
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	6	6	1.59898e+06
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	11	11	876160
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	3	3	3.34702e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	6	0	7.07021e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	7	7	545329
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	5	4	137227
O14967	CLGN_HUMAN	CLGN	Calmegin	2	2	42175.4
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	22	22	1.48745e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	18	18	5.41209e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	8	8	3.8712e+06
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	6	6	1.27934e+07
O14980	XPO1_HUMAN	XPO1	Exportin-1	25	25	7.71095e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	14	14	626145
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	3	3	70441.6
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	6	6	107835
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	17	17	570863
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	28	28	2.33535e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	18	18	1.33916e+06
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	17	17	1.74417e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	5	5	462095
O15061	SYNEM_HUMAN	SYNM	Synemin	1	1	7396.56
O15066	KIF3B_HUMAN	KIF3B	Kinesin-like protein KIF3B	2	0	950472
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	21	21	3.32741e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	7	7	1.35194e+06
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	1	1	11498.7
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	3	3	3.35284e+06
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	9	9	1.43714e+07
O15119	TBX3_HUMAN	TBX3	T-box transcription factor TBX3	1	1	4111.77
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	2	2	390703
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	5	5	1.2204e+06
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	1	1	2.31713e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	8	8	3.85113e+06
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	12	12	7.48208e+06
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	6	6	3.74388e+06
O15155	BET1_HUMAN	BET1	BET1 homolog	1	1	11900.8
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	6	6	1.0697e+06
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	3	3	1.42262e+06
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	7	7	257767
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	6	6	3.33329e+06
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	4	4	6.01246e+06
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	8	8	696836
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	15	15	1.67256e+06
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	4	4	12864.6
O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	12	12	1.06849e+06
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	8	8	327105
O15234	CASC3_HUMAN	CASC3	Protein CASC3	3	3	115399
O15235	RT12_HUMAN	MRPS12	28S ribosomal protein S12, mitochondrial	1	1	144111
O15243	OBRG_HUMAN	LEPROT	Leptin receptor gene-related protein	1	1	2461.21
