Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57391.raw
B0I1T2	MYO1G_HUMAN	MYO1G	Unconventional myosin-Ig	24	23	4.18548e+06
B5EGX4;C6E9Q9	DAPA_CITBB;DAPA_GEOSM	dapA	4-hydroxy-tetrahydrodipicolinate synthase	1	1	3117.66
B7ZAQ6;P0CG08	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A	2	0	1.61835e+06
E9PAV3;Q13765	NACAM_HUMAN;NACA_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	4	3	8.89532e+06
E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	2	2	616606
G1SPK4;P05388;P14869;P19945;Q29214;Q95140	RLA0_BOVIN;RLA0_HUMAN;RLA0_MOUSE;RLA0_PIG;RLA0_RABIT;RLA0_RAT	RPLP0;Rplp0	Large ribosomal subunit protein uL10	7	0	3.45119e+07
L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	4	4	649347
L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein	1	1	14647.1
O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	3	3	664445
O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	13	13	742504
O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	9	9	915511
O00141	SGK1_HUMAN	SGK1	Serine/threonine-protein kinase Sgk1	1	1	1861.29
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	13	5	1.76163e+07
O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	5	5	1.34144e+06
O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	9	9	2.15307e+06
O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	24	24	1.07315e+07
O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	3	3	164333
O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	5	5	516074
O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	10	10	1.40763e+06
O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	7	7	463839
O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	8	8	9.11462e+06
O00189	AP4M1_HUMAN	AP4M1	AP-4 complex subunit mu-1	3	3	144931
O00193	SMAP_HUMAN	SMAP	Small acidic protein	2	2	241661
O00194	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B	3	2	298902
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	10	8	646175
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	4	4	629761
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	18	17	1.5795e+07
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	11	11	3.05011e+06
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	8	8	4.53018e+06
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	3	3	4.87887e+06
O00255	MEN1_HUMAN	MEN1	Menin	3	3	9294.85
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	3	3	5.52915e+06
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	7	6	1.005e+07
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	21	21	1.00788e+06
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	3	3	36485.8
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	11	11	2.4179e+06
O00287	RFXAP_HUMAN	RFXAP	Regulatory factor X-associated protein	2	2	53617.7
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	4	4	660674
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	9	9	1.59605e+07
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	11	11	7.27588e+06
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	7	7	395987
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	1	1	142631
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	1	1	63572.9
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	4	4	50723.2
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	2	2	95672
O00410	IPO5_HUMAN	IPO5	Importin-5	23	22	3.58285e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	4	4	16841.8
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	1	1	145707
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	3	3	1.52122e+06
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	14	12	2.08682e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	21	21	1.5431e+06
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	4	4	387336
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	2	2	8197.54
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	5	5	988487
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	6	6	919232
O00468	AGRIN_HUMAN	AGRN	Agrin	13	13	106268
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	4	4	164863
O00470	MEIS1_HUMAN	MEIS1	Homeobox protein Meis1	1	1	3741.5
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	8	8	470982
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	3	3	5.31472e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	3	3	818138
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	3	3	47636.2
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	5	5	1.53589e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	2	2	466591
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	12	12	1.5984e+07
O00541	PESC_HUMAN	PES1	Pescadillo homolog	16	16	2.66987e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	2	2	26466.9
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	3	3	43517.7
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	4	4	443816
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	14	14	1.36998e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	20	7	8.14206e+06
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	3	3	255564
O00592	PODXL_HUMAN	PODXL	Podocalyxin	5	5	6.07904e+06
O00622	CCN1_HUMAN	CCN1	CCN family member 1	1	1	1905.45
O00625	PIR_HUMAN	PIR	Pirin	5	5	2.23381e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	7	3	2.57143e+06
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	1	1	494114
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	4	4	1.86405e+06
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	1	1	1.99789e+06
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	3	3	338510
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	7	7	1.86317e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	2.18978e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	11	11	6.04345e+07
O13329	FOB1_YEAST	FOB1	DNA replication fork-blocking protein FOB1	3	3	67040.9
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	12	1	1.21587e+08
O13525	COQ4_YEAST	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial	3	3	186348
O13539	THP2_YEAST	THP2	THO complex subunit THP2	3	3	1.44737e+06
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	1	1	1.00308e+06
O13559;P0CX20;P0CX21;P0CX22	YRF11_YEAST;YRF14_YEAST;YRF15_YEAST;YRF18_YEAST	YRF1-1;YRF1-4;YRF1-5;YRF1-8	Y' element ATP-dependent helicase protein 1 copy 4	2	0	839840
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	5	5	3.83512e+06
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	9	9	1.05897e+06
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	1.31314e+08
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	7	7	2.79644e+07
O14493;O15551;O95484;P56747	CLD3_HUMAN;CLD4_HUMAN;CLD6_HUMAN;CLD9_HUMAN	CLDN3;CLDN4;CLDN6;CLDN9	Claudin-4	1	0	197404
O14495	PLPP3_HUMAN	PLPP3	Phospholipid phosphatase 3	2	2	30269.4
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	1	1	2738.05
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	2	2	488441
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	3	3	505351
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	1	1	3677.58
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	5	5	6.06153e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	1	1	639780
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	5	5	2.78891e+06
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	1	1	5674.18
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	9	9	2.05333e+06
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	11	11	3.71033e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	2	2	388612
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	7	7	1.10153e+06
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	1	0	55466.4
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	2	1	183228
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	3	3	97903.9
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	4	4	3.22012e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	5	5	2.15842e+06
O14662	STX16_HUMAN	STX16	Syntaxin-16	3	3	353080
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	7	7	726785
O14678	ABCD4_HUMAN	ABCD4	Lysosomal cobalamin transporter ABCD4	2	2	102388
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	2	2	10106.4
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	2	2	4.95312e+06
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	4	4	1.31587e+06
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	4	4	39676.4
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	1.45077e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	5	5	3.1707e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	9	9	3.49278e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	9	9	899418
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	4	4	145603
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	5	5	3.62366e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	18	17	7.47671e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	1	1	116369
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	5	5	1.75338e+06
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	5	5	770073
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	8	4	1.36172e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	5	5	2.04174e+06
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	2	2	3784.67
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	2	2	331929
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	1	1	14875.6
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	1	1	142452
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	7	6	620050
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	5	5	80949.3
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	5	5	514448
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	4	4	621862
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	3	3	2.44555e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	6	0	5.43861e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	7	7	418046
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	3	3	66046.8
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	1	1	2345.65
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	17	16	1.60533e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	17	17	4.0778e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	7	7	425476
O14978	ZN263_HUMAN	ZNF263	Zinc finger protein 263	1	1	94741.3
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	7	6	8.15786e+06
O14980	XPO1_HUMAN	XPO1	Exportin-1	23	23	4.07381e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	7	7	122574
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	2	2	15574.6
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	2	2	5854.2
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	12	12	1.12596e+07
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	27	27	1.52324e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	14	14	2.43223e+06
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	14	14	2.85946e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	3	3	397194
O15062	ZBTB5_HUMAN	ZBTB5	Zinc finger and BTB domain-containing protein 5	1	1	1968.75
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	21	21	2.66927e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	3	3	563779
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	2	2	421648
O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	1	1	39405.1
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	5	5	348819
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	4	4	252405
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	1	1	10386.8
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	4	4	300832
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	2	2	834244
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	8	8	2.58435e+06
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	10	10	6.50952e+06
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	6	6	2.7076e+06
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	6	6	990568
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	3	3	23063.6
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	7	7	1.60378e+06
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	6	6	2.24842e+06
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	4	4	1.67533e+06
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	7	7	483103
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	10	10	858421
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	3	3	34591.4
O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	5	5	49652.4
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	4	4	79308
O15234	CASC3_HUMAN	CASC3	Protein CASC3	3	3	8776.88
O15258	RER1_HUMAN	RER1	Protein RER1	2	2	259313
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	3	3	5.32007e+06
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	3	3	19387.7
O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	6	6	4.46944e+06
O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	21	21	4.38764e+06
O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	7	7	706361
O15321	TM9S1_HUMAN	TM9SF1	Transmembrane 9 superfamily member 1	4	4	192465
O15344	TRI18_HUMAN	MID1	E3 ubiquitin-protein ligase Midline-1	1	1	3958.32
O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	4	4	4.21404e+06
O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	12	12	1.80781e+06
O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	18	18	3.14213e+06
O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	13	13	4.43366e+06
O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	10	10	3.14424e+06
O15379	HDAC3_HUMAN	HDAC3	Histone deacetylase 3	2	2	103974
O15381	NVL_HUMAN	NVL	Nuclear valosin-containing protein-like	8	8	196419
O15382	BCAT2_HUMAN	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial	9	9	1.31212e+07
O15397	IPO8_HUMAN	IPO8	Importin-8	11	11	2.36393e+06
O15400	STX7_HUMAN	STX7	Syntaxin-7	3	3	6.79514e+06
O15403	MOT7_HUMAN	SLC16A6	Monocarboxylate transporter 7	1	1	3522.67
O15427	MOT4_HUMAN	SLC16A3	Monocarboxylate transporter 4	8	8	2.92172e+06
O15431	COPT1_HUMAN	SLC31A1	High affinity copper uptake protein 1	1	1	568855
O15438	MRP3_HUMAN	ABCC3	Canalicular multispecific organic anion transporter 2	6	6	5.99854e+06
O15446	RPA34_HUMAN	POLR1G	DNA-directed RNA polymerase I subunit RPA34	5	5	135367
O15460	P4HA2_HUMAN	P4HA2	Prolyl 4-hydroxylase subunit alpha-2	4	4	148401
O15498	YKT6_HUMAN	YKT6	Synaptobrevin homolog YKT6	6	6	809776
O15504	NUP42_HUMAN	NUP42	Nucleoporin NUP42	2	2	3281.83
O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	5	5	2.98857e+06
O15525	MAFG_HUMAN	MAFG	Transcription factor MafG	1	1	8711.91
O15530;Q6A1A2	PDPK1_HUMAN;PDPK2_HUMAN	PDPK1;PDPK2P	3-phosphoinositide-dependent protein kinase 1	1	0	8174.41
O15533	TPSN_HUMAN	TAPBP	Tapasin	4	4	5.38478e+06
O15541	R113A_HUMAN	RNF113A	E3 ubiquitin-protein ligase RNF113A	4	4	132590
O43137	YB085_YEAST	YBR085C-A	Uncharacterized protein YBR085C-A	2	2	1.0362e+07
O43143	DHX15_HUMAN	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	24	22	4.5973e+06
O43148	MCES_HUMAN	RNMT	mRNA cap guanine-N7 methyltransferase	6	6	751766
O43149	ZZEF1_HUMAN	ZZEF1	Zinc finger ZZ-type and EF-hand domain-containing protein 1	3	3	3411.26
O43156	TTI1_HUMAN	TTI1	TELO2-interacting protein 1 homolog	1	1	91727.2
O43159	RRP8_HUMAN	RRP8	Ribosomal RNA-processing protein 8	9	9	385558
O43169	CYB5B_HUMAN	CYB5B	Cytochrome b5 type B	2	2	3.49169e+06
O43172	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4	13	13	1.34921e+06
O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase	16	16	2.77253e+07
O43181	NDUS4_HUMAN	NDUFS4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	4	4	2.77299e+06
O43237	DC1L2_HUMAN	DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2	8	8	6.3907e+06
O43242	PSMD3_HUMAN	PSMD3	26S proteasome non-ATPase regulatory subunit 3	19	19	4.73343e+06
O43251	RFOX2_HUMAN	RBFOX2	RNA binding protein fox-1 homolog 2	5	1	3.50699e+07
O43252	PAPS1_HUMAN	PAPSS1	Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1	8	8	961615
O43264	ZW10_HUMAN	ZW10	Centromere/kinetochore protein zw10 homolog	6	6	361840
O43290	SNUT1_HUMAN	SART1	U4/U6.U5 tri-snRNP-associated protein 1	16	16	5.29986e+06
O43292	GPAA1_HUMAN	GPAA1	Glycosylphosphatidylinositol anchor attachment 1 protein	2	2	377778
O43314	VIP2_HUMAN	PPIP5K2	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2	3	2	195161
